adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3V4kLQg0kSqPLctI5ziYWabAZYF.jpg,"[878, 28, 12]",912649,en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",4301.968,/aosm8NMQ3UyoBVpSxyimorCQykC.jpg,2024-10-22,Venom: The Last Dance,False,6.4,736
False,/18TSJF1WLA4CkymvVUcKDBwUJ9F.jpg,"[27, 53, 9648]",1034541,en,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",3158.896,/l1175hgL5DoXnqeZQCcU3eZIdhX.jpg,2024-10-09,Terrifier 3,False,6.929,978
False,/8mjYwWT50GkRrrRdyHzJorfEfcl.jpg,"[28, 12, 18]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",2557.256,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,Gladiator II,False,6.8,314
False,/v9acaWVVFdZT5yAU7J2QjwfhXyD.jpg,"[16, 878, 10751]",1184918,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",2808.78,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,2024-09-12,The Wild Robot,False,8.5,2860
False,/2fxnTXr8NwyTFkunkimJkGkhqfy.jpg,"[18, 28, 27]",1118031,es,Apocalipsis Z: el principio del fin,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",2787.601,/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,2024-10-04,Apocalypse Z: The Beginning of the End,False,6.8,464
False,/dvBCdCohwWbsP5qAaglOXagDMtk.jpg,"[28, 35, 878]",533535,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",2352.676,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,Deadpool & Wolverine,False,7.7,5430
False,/7h6TqPB3ESmjuVbxCxAeB1c9OB1.jpg,"[18, 27, 878]",933260,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",1926.657,/lqoMzCcZYEFK729d6qzt349fB4o.jpg,2024-09-07,The Substance,False,7.3,1993
False,/rOmUuQEZfPXglwFs5ELLLUDKodL.jpg,"[28, 35, 14]",845781,en,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous bounty hunter in a globe-trotting, action-packed mission to save Christmas.",1672.621,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,2024-10-31,Red One,False,6.7,116
False,/2h9yTYWTb909J28bzNTIE7dyNqP.jpg,"[16, 878, 12, 10751]",698687,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",1736.623,/iHPIBzrjJHbXeY9y7VVbEVNt7LW.jpg,2024-09-11,Transformers One,False,8.082,708
False,/1FBHAQnq7Bs3djBmaNkfdVbnCUE.jpg,"[28, 53]",1124641,en,Classified,"Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",1692.494,/3k8jv1kSAAc0rCfFGtWDDQL4dfK.jpg,2024-09-19,Classified,False,5.6,48
False,/6vn6K9oX82i6E86ZiHVxqVEMQqP.jpg,"[878, 27]",945961,en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",1463.963,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,2024-08-13,Alien: Romulus,False,7.253,2303
False,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,"[16, 10751, 35, 28]",519182,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",1198.555,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,Despicable Me 4,False,7.096,2164
False,/pRxdRO3sXmvadDBdBmvzghLOhzs.jpg,"[28, 12, 18, 36, 10749, 53]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",984.677,/zw4kV7npGtaqvUxvJE9IdqdFsNc.jpg,2024-06-28,The Count of Monte-Cristo,False,8.3,839
False,/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,"[28, 27, 53, 878]",1051896,en,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",1184.002,/spWV1eRzlDxvai8LbxwAWR0Vst4.jpg,2024-04-12,Arcadian,False,6.1,436
False,/6VoxDupaW2VXfLtJyeOoGCgXSjD.jpg,"[28, 53]",1116490,en,Cash Out,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",1132.004,/xBJnIvRdL0nDHgvivr6EgBQizes.jpg,2024-04-26,Cash Out,False,6.2,108
False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",1033.837,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.835,15962
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 10751, 12, 35, 18]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",948.908,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.6,4741
False,/xPVhaMMUZq1yclf4kCEYwJ1Cqr6.jpg,"[27, 53]",1100856,ru,Заклятье. Шепот ведьм,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",1032.238,/um3n8rQbr97uaGB2058TsktPtAy.jpg,2024-06-13,Whisper of the Witch,False,6.2,10
False,/jT4KqFTrR2ofpUUwzKCIn4uYWXp.jpg,"[28, 53]",1331375,en,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",731.599,/jvug7Esd89yNLJwGvUfeQ9j69cE.jpg,2024-10-11,Dominique,False,7.0,41
False,/csQSGH0QU8D3Ov5YLEYuHep8ihA.jpg,"[53, 12, 28, 878]",1196470,fr,Survivre,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,901.94,/7fR3KxswtY8OHHZuOUB9td58CRX.jpg,2024-06-19,Survive,False,5.1,50
False,/xPVhaMMUZq1yclf4kCEYwJ1Cqr6.jpg,"[27, 53]",1100856,ru,Заклятье. Шепот ведьм,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",1032.238,/um3n8rQbr97uaGB2058TsktPtAy.jpg,2024-06-13,Whisper of the Witch,False,6.2,10
False,/jT4KqFTrR2ofpUUwzKCIn4uYWXp.jpg,"[28, 53]",1331375,en,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",731.599,/jvug7Esd89yNLJwGvUfeQ9j69cE.jpg,2024-10-11,Dominique,False,7.0,41
False,/m1MifWpNjOU1g8UfIyNSI2dMFZf.jpg,"[16, 10751, 35, 27]",1371727,en,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",730.511,/i77OInTKcrnRlAozFOaB6D5mk15.jpg,2024-10-16,Sing: Thriller,False,7.4,91
False,/csQSGH0QU8D3Ov5YLEYuHep8ihA.jpg,"[53, 12, 28, 878]",1196470,fr,Survivre,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,901.94,/7fR3KxswtY8OHHZuOUB9td58CRX.jpg,2024-06-19,Survive,False,5.1,50
False,/n9Do4rv1Hl3QvQLMmT5w6pBadqq.jpg,"[28, 10749, 18]",1142518,fr,Libre,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",840.169,/b2YL2kncIqlcDcqly78AsOPJi6r.jpg,2024-11-01,Freedom,False,6.7,52
False,/xi1VSt3DtkevUmzCx2mNlCoDe74.jpg,"[35, 14, 27]",917496,en,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",617.71,/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,2024-09-04,Beetlejuice Beetlejuice,False,7.1,1814
False,/uLqNGzJwnj8JKkKuRM2dHWJKCtc.jpg,"[28, 27, 53]",1029235,en,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",797.707,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,Azrael,False,6.141,128
False,/uGmYqxh8flqkudioyFtD7IJSHxK.jpg,"[18, 80, 53]",889737,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",691.319,/if8QiqCI7WAGImKcJCfzp6VTyKA.jpg,2024-10-01,Joker: Folie à Deux,False,5.6,1588
False,/5IIFJxwRzmkhczQidIhpoaolpZY.jpg,"[28, 53, 80]",976734,en,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",716.277,/hhiR6uUbTYYvKoACkdAIQPS5c6f.jpg,2024-10-10,Canary Black,False,6.3,241
False,/nA0RDmSDqpN5tLun4sCqdPekObD.jpg,"[878, 18, 14]",592831,en,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",563.804,/8Sok3HNA3r1GHnK2lCytHyBz1A.jpg,2024-09-25,Megalopolis,False,5.585,436
False,/vhbXuEonV3wc8k48qhucWrx49Fv.jpg,"[16, 35, 10751, 14]",269509,en,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",531.618,/dFu8oHN805ZRzpQZNOjkiLzMbep.jpg,2023-09-22,The Canterville Ghost,False,6.6,21
False,/pAT3Ie1lxxGBJn0USyxcUgBjw76.jpg,[18],1214484,sv,Släpp taget,A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.,629.099,/hIJRqqAaMUtQ13mZL6lCE6myhXH.jpg,2024-11-01,Let Go,False,8.136,151
False,/5VYqB2T9L0WetvN9Bxk3Wg4vKoJ.jpg,"[27, 9648]",1328814,en,Amityville: Where the Echo Lives,"When paranormal investigator Heather West receives a call from a terrified woman who claims her house is inhabited by a ghost, she discovers the building has a horrifying history. After a presence from beyond our world reaches out to her, Heather begins to feel a pull to the other side of the spirit plane. Can this hunter of specters deliver an innocent soul to a place of peace and discover an eternal truth in time to save her own life?",696.04,/jqhAgE9ceTX8f9xTcqBlmXSuMG3.jpg,2024-10-28,Amityville: Where the Echo Lives,False,7.1,7
False,/tncbMvfV0V07UZozXdBEq4Wu9HH.jpg,"[28, 35]",573435,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",521.74,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,Bad Boys: Ride or Die,False,7.5,2340
False,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,"[27, 53]",420634,en,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,514.989,/sFaPj5UyIAsiRuIgVl60pCYUzmR.jpg,2018-01-25,Terrifier,False,6.4,2433
False,/xSQjJiAYiLdpVU20iSDAQisAVJY.jpg,[27],1287717,es,No entres,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",683.488,/1iPuEIcybEc9Y6aKJ8BGAnMadFX.jpg,2024-08-06,Do Not Enter,False,7.642,67
False,/tElnmtQ6yz1PjN1kePNl8yMSb59.jpg,"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",478.696,/m0SbwFNCa9epW1X60deLqTHiP7x.jpg,2024-11-27,Moana 2,False,0.0,0
False,/b3mdmjYTEL70j7nuXATUAD9qgu4.jpg,"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",459.409,/dzDMewC0Hwv01SROiWgKOi4iOc1.jpg,2024-08-29,Flow,False,8.5,237
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",444.09,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.8,117
False,/epQfhIcfqWgrMhRvnxkVm7EeEpE.jpg,"[878, 27]",1125510,es,El hoyo 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",578.177,/hf94ySIzdP3KwHau9VSWh7b7Qu2.jpg,2024-09-27,The Platform 2,False,5.6,856
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",444.09,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.8,117
False,/tElnmtQ6yz1PjN1kePNl8yMSb59.jpg,"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",478.696,/m0SbwFNCa9epW1X60deLqTHiP7x.jpg,2024-11-27,Moana 2,False,0.0,0
False,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,"[10749, 18]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",395.25,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.921,3046
False,/mpMDztY5OmV7i4ypYpWgqsP4DHs.jpg,"[27, 53]",978796,en,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",526.395,/hzrvol8K2VWm2BsDTwb8YvRMzIH.jpg,2024-09-20,Bagman,False,6.3,76
False,/hd1TvTUGjkoYoqvXYfSBpI5Ri9B.jpg,"[16, 28, 12, 878]",1159311,ja,僕のヒーローアカデミア THE MOVIE ユアネクスト,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",452.716,/8rdB1wkheEMMqcY8qLAKjCMPcnZ.jpg,2024-08-02,My Hero Academia: You're Next,False,6.9,51
False,/nA0RDmSDqpN5tLun4sCqdPekObD.jpg,"[878, 18, 14]",592831,en,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",563.804,/8Sok3HNA3r1GHnK2lCytHyBz1A.jpg,2024-09-25,Megalopolis,False,5.585,436
False,/cRdA9xjHBbobw4LJFsQ3j1CgpVq.jpg,"[27, 53]",663712,en,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",443.143,/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,2022-10-06,Terrifier 2,False,6.753,2039
False,/qYvOcinXcnebhmCxYeivurh91T1.jpg,"[27, 878, 53]",827931,en,Time Cut,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",547.329,/gzMFMmpJHOmOFKsAhSDac62Dyg2.jpg,2024-10-29,Time Cut,False,5.6,293
False,/Asg2UUwipAdE87MxtJy7SQo08XI.jpg,"[28, 14, 27]",957452,en,The Crow,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",481.501,/58QT4cPJ2u2TqWZkterDq9q4yxQ.jpg,2024-08-21,The Crow,False,5.9,754
False,/kwXycPsLA6SV3KUOagn343TtMOf.jpg,"[28, 878, 53]",791042,en,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",536.48,/y1xm0jMIlx9Oo2a3jWNyLGm43sJ.jpg,2024-11-01,Levels,False,5.7,12
False,/3rxoUVI74z7rTWYSAC2q3Uax2nC.jpg,"[27, 9648]",1100782,en,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",439.687,/aE85MnPIsSoSs3978Noo16BRsKN.jpg,2024-10-16,Smile 2,False,6.904,360
False,/27FRFe8lu1C1LStWmzwOa87vo98.jpg,"[18, 9648, 27]",173705,ja,女教師 生徒の眼の前で,"The lovely Reiko has taken a new teaching job at a creepy old high school.  She is an extremely attractive woman and the young students in her class have fallen for her.  One night, after tennis practice, she is brutally assaulted in the locker room shower by a man with a stocking over his face.  Left on the floor naked and in shock, she discovers a single puzzle piece left behind by the crazed man.  A few days later, a pair of students enact a perverted sexual revenge on Reiko for kicking someone off the tennis team.  Could one of these students be the man who brutalized her in the locker room?  Who owns the strange puzzle piece?  As the mystery unfolds, Reiko must come to terms with her own sexual urges and fate.",362.753,/ilMXOocCCwPWCcDLLa6M0ga8vWt.jpg,1982-04-09,Female Teacher: In Front of the Students,False,7.0,14
False,/9msuazXGWAyl7vhxVFU7e7Bb5Ik.jpg,"[18, 10749]",179387,tl,Heavenly Touch,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",491.676,/ory8WuAqznTE7lfopTSymHpop2t.jpg,2009-05-12,Heavenly Touch,False,6.3,21
False,/rz2AruNH8sdOaAuYrVLDfTMqXCm.jpg,"[10749, 18]",1292359,tl,"Hello, Love, Again","Five years on from when Joy said goodbye to Ethan and Hong Kong to pursue her dreams in Canada. After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually.",349.757,/7R940b9RNNKLDrAI1GmCjOd5ta.jpg,2024-11-13,"Hello, Love, Again",False,0.0,0
False,,"[10749, 18]",482600,ko,일본 엄마,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",353.467,/hq1EaYIqUNrPM3QFYAbnH2UHoX8.jpg,2017-02-09,Japanese Mom,False,6.0,27
False,/eagBKhOpfNccNm5Op4nQkWds5eP.jpg,"[18, 10749]",464026,ko,가자! 장미여관으로,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...",359.006,/8ogCczLG6EhQEnSWoqs6092bGm3.jpg,2013-08-14,Let's Go To Rose Motel,False,4.0,1
False,/UZtS6vV5soeeWQtWbcuAobzYeG.jpg,"[28, 35, 80]",616446,en,Brothers,"A reformed criminal's attempt at going straight is derailed when he reunites with his sanity-testing twin brother on a road trip for the score of a lifetime. Dodging bullets, the law, and an overbearing mother along the way, they must heal their severed family bond before they end up killing each other.",439.772,/Akweo95FGyDpucYVT81h0SbX8Ky.jpg,2024-10-10,Brothers,False,6.1,180
False,/dzY2ZYyPRbXcw8UOupHK3V5VQYk.jpg,[10749],259872,nl,Des jours plus belles que la nuit,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",293.468,/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,2010-02-19,Skin. Like. Sun.,False,6.5,20
False,/aFDYcmwEWRiEh58Ri1tMpCUWPBp.jpg,"[10770, 10751, 35, 27, 16]",1354627,en,SpongeBob Squarepants: Kreepaway Kamp,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",415.165,/blRsgsexoBqnjcEJkV8beKAVT6J.jpg,2024-10-10,SpongeBob Squarepants: Kreepaway Kamp,False,7.132,53
False,/3CXCdAhvHefOUztcUMboPQJskWP.jpg,[53],1361292,en,Cellar Door,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",337.252,/9vasnPh69RoUg9oUpzXoErMVDB7.jpg,2024-10-31,Cellar Door,False,6.4,38
False,/tCKWksaQI8XkAQLVou0AlGab5S6.jpg,"[28, 878]",1144962,en,Transmorphers: Mech Beasts,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",469.806,/oqhaffnQqSzdLrYAQA5W4IdAoCX.jpg,2023-06-09,Transmorphers: Mech Beasts,False,5.467,30
False,/nxxCPRGTzxUH8SFMrIsvMmdxHti.jpg,"[35, 14, 10751]",639720,en,IF,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",387.349,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,IF,False,7.272,998
False,/zGLQmrmIB56kMZPnzqReIOBay1B.jpg,"[28, 35, 80]",507241,en,The Killer's Game,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",314.734,/4bKlTeOUr5AKrLky8mwWvlQqyVd.jpg,2024-09-12,The Killer's Game,False,6.782,110
False,/hPIWQT70wQK6akqfLXByEvr62u0.jpg,"[28, 53, 27, 878]",726139,ko,탈출: 프로젝트 사일런스,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",418.161,/nUKfbKv4RD1YxlsNWd0BwabEf3P.jpg,2024-07-11,Project Silence,False,7.1,224
False,/5tqkP8NNWdteskVBYPRXE6h82ts.jpg,[18],592695,sv,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",319.573,/7Z2K08J0WantJHNa0vLTOmii41l.jpg,2021-10-08,Pleasure,False,6.2,544
