,id,overview,popularity,release_date,title,vote_average,vote_count,budget,genres,imdb_id,production_companies,production_countries,runtime,tagline,spoken_languages,domestic_opening,domestic_gross,asia_pacific_opening,asia_pacific_gross,europe_middle_east_and_africa_opening,europe_middle_east_and_africa_gross,latin_america_opening,latin_america_gross,domestic,international,worldwide
0,912649,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",3197.278,2024-10-22,Venom: The Last Dance,6.5,759,120000000,"Science Fiction, Action, Adventure",tt16366836,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions",United States of America,109,'Til death do they part.,English,51012404.0,128094490.0,12669884.0,37742128.0,27725511.0,66814517.0,8394231.0,20365630.0,128094490.0,308500000.0,436594490.0
1,1034541,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2204.248,2024-10-09,Terrifier 3,6.925,1012,2000000,"Horror, Thriller, Mystery",tt27911000,"Cineverse, Bloody Disgusting, Dark Age Cinema, Fuzz on the Lens Productions, The Coven, BondIt Media Capital",United States of America,125,"You better not shout, you better not cry.",English,18928113.0,53981071.0,1201876.0,4909632.0,10667946.0,22930009.0,1784896.0,3556242.0,53981071.0,31395883.0,85376954.0
2,1184918,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",1868.856,2024-09-12,The Wild Robot,8.5,2899,78000000,"Animation, Science Fiction, Family",tt29623480,DreamWorks Animation,United States of America,102,Discover your true nature.,English,35790150.0,137913995.0,4513231.0,26267130.0,16983417.0,83132264.0,7359239.0,42402473.0,137913995.0,171143000.0,309056995.0
3,558449,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",1978.412,2024-11-13,Gladiator II,6.8,400,310000000,"Action, Adventure, Drama",tt9218128,"Paramount Pictures, Red Wagon Entertainment, Parkes+MacDonald Image Nation, Scott Free Productions",United States of America,148,Prepare to be entertained.,English,,,9200000.0,9200000.0,49245191.0,49356871.0,8344008.0,8405072.0,0.0,87000000.0,87000000.0
4,533535,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",1490.952,2024-07-24,Deadpool & Wolverine,7.7,5465,200000000,"Action, Comedy, Science Fiction",tt6263850,"Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment",United States of America,128,Come together.,English,211435291.0,636745858.0,54693311.0,154480407.0,76771204.0,307847954.0,41460895.0,107787788.0,636745858.0,701154969.0,1337900827.0
5,933260,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",1356.547,2024-09-07,The Substance,7.273,2048,17500000,"Drama, Horror, Science Fiction",tt17526714,"Working Title Films, Blacksmith","France, United Kingdom",141,"If you follow the instructions, what could go wrong?",English,3205212.0,16235191.0,871771.0,7929030.0,4017172.0,16234963.0,682249.0,9560703.0,16235191.0,35228181.0,51463372.0
6,1124641,"Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",1241.638,2024-09-19,Classified,5.602,49,0,"Action, Thriller",tt27714840,"Film Bridge International, Great Point Media, Filmology Finance","United Kingdom, United States of America",105,,English,,,,,20661.0,26868.0,,,0.0,26868.0,26868.0
7,698687,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",1200.39,2024-09-11,Transformers One,8.1,718,75000000,"Animation, Science Fiction, Adventure, Family",tt8864596,"Paramount Animation, di Bonaventura Pictures, DeSanto/Murphy Productions, Bay Films, New Republic Pictures, Hasbro Entertainment",United States of America,104,Witness the origin.,English,24613970.0,59042233.0,2203752.0,20405749.0,5172121.0,17618173.0,1429289.0,7615221.0,59042233.0,69833933.0,128876166.0
8,845781,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous bounty hunter in a globe-trotting, action-packed mission to save Christmas.",1080.128,2024-10-31,Red One,6.7,125,250000000,"Action, Comedy, Fantasy",tt14948432,"Seven Bucks Productions, The Detective Agency, Chris Morgan Productions, Metro-Goldwyn-Mayer",United States of America,124,The mission to save Christmas is on.,English,32106112.0,33770372.0,3377958.0,3918507.0,10240546.0,11587627.0,3956346.0,5773927.0,33770372.0,51100000.0,84870372.0
9,945961,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",1011.771,2024-08-13,Alien: Romulus,7.254,2319,80000000,"Science Fiction, Horror",tt18412256,"20th Century Studios, Scott Free Productions, Brandywine Productions",United States of America,119,"In space, no one can hear you.",English,42003361.0,105313091.0,13199610.0,43957169.0,19094096.0,67567648.0,4828555.0,14346405.0,105313091.0,245547940.0,350861031.0
10,519182,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",875.791,2024-06-20,Despicable Me 4,7.1,2173,100000000,"Animation, Family, Comedy, Action",tt7510222,"Universal Pictures, Illumination, Universal Pictures Corporation, My Production to prove",United States of America,94,Things just got a little more despicable.,English,75009210.0,361004205.0,14989191.0,107254900.0,43613664.0,312841800.0,17513054.0,127264599.0,361004205.0,607236505.0,968240710.0
11,1051896,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",847.405,2024-04-12,Arcadian,6.1,438,0,"Action, Horror, Thriller, Science Fiction",tt22939186,"Highland Film Group, Redline Entertainment, Wild Atlantic Pictures, Aperture Media Partners, Saturn Films","Ireland, United States of America",92,Family is stronger than fear.,English,504937.0,828919.0,30534.0,60232.0,83904.0,119564.0,,,828919.0,179796.0,1008715.0
12,1100856,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",688.188,2024-06-13,Whisper of the Witch,6.2,10,0,"Horror, Thriller",tt13358904,KD Studios,Russia,90,,Pусский,,,109522.0,341532.0,,,,,0.0,341532.0,341532.0
13,1116490,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",735.804,2024-04-26,Cash Out,6.3,109,0,"Action, Thriller",tt24131288,"Convergence Entertainment, BondIt Media Capital, Transparency Media, Streamline Global",United States of America,90,Every heist has its price.,English,,,20730.0,52173.0,46168.0,115521.0,,,0.0,167694.0,167694.0
14,1084736,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",708.688,2024-06-28,The Count of Monte-Cristo,8.3,861,46700000,"Action, Adventure, Drama, History, Romance, Thriller",tt26446278,"Chapter 2, Fargo Films, Pathé, M6 Films",France,178,"This is not vengeance, this is justice.","Français, Italiano, Română",,,,,5750479.0,42597658.0,506392.0,708374.0,0.0,76301696.0,76301696.0
15,1022789,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",731.716,2024-06-11,Inside Out 2,7.589,4756,200000000,"Animation, Family, Adventure, Comedy, Drama",tt22022452,"Walt Disney Pictures, Pixar",United States of America,97,Make room for new emotions.,English,154201673.0,652980194.0,40492372.0,208691488.0,69418701.0,438401346.0,69035039.0,272848765.0,652980194.0,1045237759.0,1698217953.0
16,1196470,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,775.2,2024-06-19,Survive,5.491,56,5270000,"Thriller, Adventure, Action, Science Fiction",tt27032708,"M.E.S. Productions, Monkey Pack Films, C8 Films",France,90,The world has gone sideways.,English,,,,,304859.0,723311.0,,,0.0,723311.0,723311.0
17,1029235,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",755.032,2024-09-27,Azrael,6.122,131,12000000,"Action, Horror, Thriller",tt22173666,"C2 Motion Picture Group, Homeless Bob Production, Traffic.","Estonia, United States of America",86,"Many years after the rapture… Among the survivors, some are driven to renounce their sin of Speech.",English,282719.0,433861.0,78807.0,153870.0,22246.0,83104.0,,,433861.0,236974.0,670835.0
18,580489,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",724.2,2021-09-30,Venom: Let There Be Carnage,6.798,10196,110000000,"Science Fiction, Action, Adventure",tt7097896,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions",United States of America,97,It’s time to meet Carnage.,"English, Español",90033210.0,213550366.0,33065048.0,82138696.0,27103518.0,92554157.0,12644955.0,41711824.0,213550366.0,293263498.0,506813864.0
19,889737,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",677.855,2024-10-01,Joker: Folie à Deux,5.608,1604,195000000,"Drama, Crime, Thriller",tt11315808,"Warner Bros. Pictures, Joint Effort, Domain Entertainment",United States of America,138,The world is a stage.,English,37678467.0,58300287.0,7115863.0,18890628.0,33411751.0,61769539.0,10682577.0,17669488.0,58300287.0,148100000.0,206400287.0
20,976734,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",631.691,2024-10-10,Canary Black,6.308,242,0,"Action, Thriller, Crime",tt20048582,"Anton Capital Entertainment, Sentient Entertainment, Brickell & Broadbridge International, Off The Pier Productions","United Kingdom, United States of America",103,This mission is personal.,English,,,63594.0,120662.0,196078.0,502358.0,,,0.0,623020.0,623020.0
21,592831,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",565.684,2024-09-25,Megalopolis,5.6,442,120000000,"Drama, Science Fiction",tt10128846,"American Zoetrope, Caesar Film",United States of America,138,"If you can't see a better future, build one.","English, Français, Latin, Pусский, Español",4007797.0,7629085.0,136977.0,411749.0,2657724.0,5449972.0,136998.0,243236.0,7629085.0,6104957.0,13734042.0
22,917496,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",546.919,2024-09-04,Beetlejuice Beetlejuice,7.1,1830,100000000,"Comedy, Fantasy, Horror",tt2049403,"Warner Bros. Pictures, Geffen Pictures, Plan B Entertainment, Tim Burton Productions, Domain Entertainment, Tommy Harper Productions",United States of America,105,The ghost with the most is back.,"English, Tiếng Việt",111003345.0,294037988.0,4413772.0,14464554.0,23459533.0,85109441.0,8864775.0,27174156.0,294037988.0,157000000.0,451037988.0
23,978796,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",519.601,2024-09-20,Bagman,6.3,77,14500000,"Horror, Thriller",tt21201300,"Lionsgate, Temple Hill Entertainment, Media Capital Technologies",United States of America,92,He's always closer than you think.,English,,,,,342089.0,987257.0,,,0.0,987257.0,987257.0
24,573435,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",511.13,2024-06-05,Bad Boys: Ride or Die,7.5,2347,100000000,"Action, Comedy",tt4919268,"Westbrook, Columbia Pictures, Don Simpson/Jerry Bruckheimer Films, 2.0 Entertainment",United States of America,115,Miami's finest are now its most wanted.,English,56527324.0,193573217.0,4914615.0,14289016.0,42680302.0,99060198.0,11885007.0,26799674.0,193573217.0,210935853.0,404509070.0
25,1159311,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",460.369,2024-08-02,My Hero Academia: You're Next,6.9,51,0,"Animation, Action, Adventure, Science Fiction",tt32176689,"BONES, TOHO",Japan,110,A Challenge Against the Symbol of Peace. Heroes vs. Villains. The Dawn of the Final Battle.,日本語,3007027.0,5041781.0,123780.0,24136239.0,1352331.0,1709340.0,580790.0,790353.0,5041781.0,26635932.0,31677713.0
26,823219,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",447.654,2024-08-29,Flow,8.541,245,3500000,"Animation, Fantasy, Adventure",tt4772188,"Dream Well Studio, Sacrebleu Productions, Take Five, ARTE France Cinéma, RTBF","Belgium, France, Latvia",85,,No Language,,,,,1155871.0,1174654.0,,,0.0,1174654.0,1174654.0
27,957452,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",440.196,2024-08-21,The Crow,5.86,758,50000000,"Action, Fantasy, Horror",tt1340094,"Davis Films, Pressman Film, Hassell Free Production, The Electric Shadow Company, 30WEST, Ashland Hill Media Finance, FilmNation Entertainment, Maze Pictures, Occupant Entertainment","France, Germany, United Kingdom, United States of America",111,True love never dies.,English,4644666.0,9275659.0,1604332.0,3771331.0,3503002.0,8636124.0,1208366.0,2315992.0,9275659.0,14723447.0,23999106.0
28,269509,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",438.419,2023-09-22,The Canterville Ghost,6.6,21,10000000,"Animation, Comedy, Family, Fantasy",tt2403439,"Arc Productions, Melmoth Films, Sprout Pictures, D’Arblay Films, Dorado Media and Capital, Align, Space Age Films, Toonz Media Group","Canada, United Kingdom",89,"It's his house, not yours.",English,150041.0,192310.0,245693.0,539474.0,867190.0,2975359.0,35419.0,83281.0,192310.0,3598114.0,3790424.0
29,1100782,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",434.041,2024-10-16,Smile 2,6.9,380,28000000,"Horror, Mystery",tt29268110,"Paramount Pictures, Temple Hill Entertainment, Bad Feeling",United States of America,127,It's the last thing you'll see.,English,23021692.0,65884546.0,1528245.0,6802566.0,8887477.0,46203980.0,250000.0,6998591.0,65884546.0,66200000.0,132084546.0
30,1014505,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",422.507,2024-09-20,OVERLORD: The Sacred Kingdom,7.6,9,0,"Action, Adventure, Animation, Fantasy",tt14603848,"KADOKAWA, Madhouse, Bit grooove promotion",Japan,134,,"Español, 日本語",1112655.0,1589973.0,50018.0,5711672.0,50529.0,51251.0,,,1589973.0,5762923.0,7352896.0
31,1140648,"After an experimental drug trial goes awry, the test subjects face a terrifying side effect: if you fall asleep you die. Trapped in an isolated facility, panic ensues as they try to escape and somehow stay awake.",415.412,2024-02-09,Double Blind,5.8,76,0,"Science Fiction, Horror, Thriller",tt14729020,"Epic Pictures Group, Failsafe Films",Ireland,90,If you fall asleep you die.,English,,,160695.0,303862.0,28151.0,28151.0,,,0.0,332013.0,332013.0
32,726139,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",405.125,2024-07-11,Project Silence,7.1,228,14750000,"Action, Thriller, Horror, Science Fiction",tt25808194,"Blaad Studios, CJ ENM, CJ ENM Studios, CJ Entertainment",South Korea,96,Every survivor is a target,"English, 한국어/조선말",,,2978501.0,6107016.0,114126.0,176399.0,,,0.0,6283415.0,6283415.0
33,947891,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",383.412,2024-09-13,My Old Ass,6.762,122,3000000,"Comedy, Drama, Romance, Science Fiction",tt18559464,"Indian Paintbrush, LuckyChap Entertainment",United States of America,89,What would you ask your older self?,English,167853.0,5372282.0,73131.0,246646.0,89384.0,89384.0,,,5372282.0,336030.0,5708312.0
34,814889,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",372.343,2024-09-18,Never Let Go,6.246,203,20000000,"Horror, Drama",tt14415204,"Lionsgate, 21 Laps Entertainment, Media Capital Technologies, HalleHolly",United States of America,101,One touch is all it takes.,English,4449065.0,10306106.0,459419.0,745916.0,1575930.0,4302558.0,509293.0,1056744.0,10306106.0,6105218.0,16411324.0
35,991610,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Navy recruits must figure out what is the right thing to do.",366.048,2024-04-11,Invasion,4.9,10,0,"Action, Drama, Thriller",tt21265054,Storytellers Film & TV,"Netherlands, Netherlands Antilles",91,,Nederlands,,,,,128825.0,428930.0,,,0.0,428930.0,428930.0
36,1079091,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",354.444,2024-08-07,It Ends with Us,7.224,1039,25000000,"Romance, Drama",tt10655524,"Wayfarer Studios, Saks Picture Company, Columbia Pictures",United States of America,131,We break the pattern or the pattern breaks us.,English,50016652.0,148518266.0,5264233.0,17929185.0,21470637.0,103636873.0,6731659.0,32671012.0,148518266.0,200955523.0,349473789.0
37,1255208,"Desperate to save his dying wife, Matt turns to The Bag, an ancient relic with dark magic. The cure demands a chilling ritual and strict rules. As his wife heals, Matt's sanity unravels, facing terrifying consequences.",345.838,2024-03-29,Bag of Lies,6.0,25,0,"Horror, Thriller",tt27597410,Dread,United States of America,96,Be careful what you wish for.,English,,,87222.0,216480.0,,,,,0.0,216480.0,216480.0
38,1292359,"Five years on from when Joy said goodbye to Ethan and Hong Kong to pursue her dreams in Canada. After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually.",344.032,2024-11-13,"Hello, Love, Again",9.0,1,0,"Romance, Drama",tt32401874,"Star Cinema – ABS-CBN Film Productions, GMA Pictures, ABS-CBN Studios","Philippines, Canada",122,"In Every Goodbye, Love Finds Its Way Back.","English, ",2326000.0,2326000.0,,,,,,,2326000.0,0.0,2326000.0
39,1011985,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",342.143,2024-03-02,Kung Fu Panda 4,7.1,2697,80000000,"Animation, Family, Fantasy, Action",tt21692408,DreamWorks Animation,United States of America,94,,English,57989905.0,193590620.0,17514587.0,67491582.0,35335502.0,156107913.0,21401478.0,77540167.0,193590620.0,354044055.0,547634675.0
40,639720,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",341.953,2024-05-08,IF,7.28,1004,110000000,"Comedy, Fantasy, Family",tt11152168,"Paramount Pictures, Sunday Night Productions, Maximum Effort",United States of America,104,A story you have to believe to see.,"English, Français",33715801.0,111149917.0,2392963.0,12094090.0,11203719.0,47506516.0,2871876.0,16369147.0,111149917.0,79159790.0,190309707.0
41,653346,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",325.439,2024-05-08,Kingdom of the Planet of the Apes,7.111,3185,160000000,"Science Fiction, Adventure, Action",tt11389872,"20th Century Studios, Oddball Entertainment, Jason T. Reed Productions",United States of America,145,No one can stop the reign.,English,58400788.0,171130165.0,15169293.0,42887924.0,23729067.0,87516629.0,12491952.0,46323427.0,171130165.0,226247985.0,397378150.0
42,748783,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",320.092,2024-04-30,The Garfield Movie,7.113,1084,60000000,"Animation, Comedy, Family, Adventure, Action",tt5779228,"Alcon Entertainment, DNEG, Wayfarer Studios, One Cool Group, Stage 6 Films, Andrews McMeel Entertainment, John Cohen Productions","Hong Kong, United Kingdom, United States of America",101,Indoor cat. Outdoor adventure.,English,24006629.0,91956547.0,3902067.0,12926528.0,12837772.0,54270405.0,11401701.0,24228994.0,91956547.0,144320979.0,257211519.0
43,718821,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",311.14,2024-07-10,Twisters,6.94,1795,155000000,"Thriller, Action",tt12584954,"Universal Pictures, Warner Bros. Pictures, Amblin Entertainment, Domain Entertainment",United States of America,123,Chase. Ride. Survive.,English,81251415.0,267762265.0,6592276.0,21472718.0,11586695.0,41821676.0,5921293.0,14971295.0,267762265.0,103200000.0,370962265.0
44,824003,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.",310.031,2023-11-30,Diabolik - Who Are You?,6.3,103,0,"Crime, Action",tt15307234,"Mompracem, Astorina S.A.C., RAI Cinema",Italy,124,,Italiano,,,,,361821.0,683424.0,,,0.0,683424.0,683424.0
45,762441,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",299.278,2024-06-26,A Quiet Place: Day One,6.8,2116,67000000,"Horror, Science Fiction, Thriller",tt13433802,"Paramount Pictures, Platinum Dunes, Sunday Night Productions",United States of America,99,Hear how it all began.,English,52202495.0,138930553.0,8926722.0,28665451.0,9041790.0,41274703.0,5183861.0,25398869.0,138930553.0,122855769.0,261786322.0
46,365177,"Returning to her home planet, an infamous bounty hunter forms an unexpected alliance with a team of unlikely heroes. Together, they battle monsters and dangerous bandits to protect a young girl who holds the key to unimaginable power.",224.351,2024-08-07,Borderlands,5.85,791,115000000,"Action, Science Fiction, Comedy",tt4978420,"Lionsgate, Arad Productions, Picturestart, Gearbox Studios, 2K, Hercules Film Fund","Luxembourg, United States of America",101,Chaos loves company.,English,8601572.0,15482668.0,1246639.0,3669313.0,4180473.0,12206162.0,137240.0,1620367.0,15482668.0,17495842.0,32978510.0
47,823464,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",283.596,2024-03-27,Godzilla x Kong: The New Empire,7.147,3801,150000000,"Action, Adventure, Science Fiction",tt14539740,Legendary Pictures,United States of America,115,Rise together or fall alone.,English,80006561.0,196350016.0,27024310.0,80204406.0,18936411.0,63679131.0,17884135.0,47076491.0,196350016.0,375400000.0,571750016.0
48,783110,"During the 1970s, in Kunchon, there were women divers who were able to dive without equipment, including two best friends Choon-ja and Jin-sook, Jin-sook's brother and Hammer. They always collected seafood under water for living. But, as fewer factories started to be built near the beach, the women divers started to have trouble with what they were doing for living. Without any choice, the ship crews decided to join the smuggling business in the water to seek a way for their living. But the smuggling business in their village got too big for Jin-sook's family to handle and the peaceful village was gradually broken.",245.898,2023-07-26,Smugglers,6.6,47,0,"Crime, Action",tt28106766,Filmmaker R&K,South Korea,129,Unload. Procure. Deceive.,한국어/조선말,,,9144295.0,36847448.0,4383.0,4383.0,,,0.0,36851831.0,36851831.0
49,592695,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",330.896,2021-10-08,Pleasure,6.231,545,1800000,Drama,tt8550054,"Film i Väst, Flamboyance Films, Lemming Film, Plattform Produktion, SVT, Logical Pictures, Grand Slam Film Production, SF Studios","France, Netherlands, Sweden",108,,"English, svenska",16368.0,106789.0,13840.0,70881.0,106072.0,216154.0,,,106789.0,287035.0,393824.0
50,940551,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",242.795,2023-12-06,Migration,7.438,1800,72000000,"Animation, Action, Adventure, Comedy, Family",tt6495056,"Universal Pictures, Illumination",United States of America,83,Odd ducks welcome.,English,12453275.0,127306285.0,4907687.0,24960123.0,12119615.0,119489473.0,3993804.0,24618407.0,127306285.0,172556919.0,299863204.0
51,507241,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",239.664,2024-09-12,The Killer's Game,6.847,118,30000000,"Action, Comedy, Crime",tt0327785,"STXfilms, Dogbone Entertainment, Mad Chance, Endurance Media, K. JAM Media",United States of America,104,Winning is all in the execution.,English,2697850.0,5404378.0,263884.0,523973.0,,,,,5404378.0,523973.0,5928351.0
