adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,budget,genres,imdb_id,production_companies,production_countries,revenue,runtime,status,tagline,spoken_languages,domestic_opening,domestic_gross,asia_pacific_opening,asia_pacific_gross,europe_middle_east_and_africa_opening,europe_middle_east_and_africa_gross,latin_america_opening,latin_america_gross,china_opening,china_gross,domestic,international,worldwide,by_release_opening,by_release_gross,by_region_opening,by_region_gross
False,/3V4kLQg0kSqPLctI5ziYWabAZYF.jpg,"[878, 28, 12]",912649,en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",3197.278,/aosm8NMQ3UyoBVpSxyimorCQykC.jpg,2024-10-22,Venom: The Last Dance,False,6.5,759,120000000,"Science Fiction, Action, Adventure",tt16366836,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions",United States of America,394000000,109,Released,'Til death do they part.,English,51012404.0,128094490.0,12669884.0,37742128.0,27725511.0,66814517.0,8394231.0,20365630.0,0.0,14700000.0,128094490.0,308500000.0,436594490.0,,,,
False,/18TSJF1WLA4CkymvVUcKDBwUJ9F.jpg,"[27, 53, 9648]",1034541,en,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2204.248,/l1175hgL5DoXnqeZQCcU3eZIdhX.jpg,2024-10-09,Terrifier 3,False,6.925,1012,2000000,"Horror, Thriller, Mystery",tt27911000,"Cineverse, Bloody Disgusting, Dark Age Cinema, Fuzz on the Lens Productions, The Coven, BondIt Media Capital",United States of America,78573405,125,Released,"You better not shout, you better not cry.",English,18928113.0,53981071.0,1201876.0,4909632.0,10667946.0,22930009.0,1784896.0,3556242.0,,,53981071.0,31395883.0,85376954.0,,,,
False,/v9acaWVVFdZT5yAU7J2QjwfhXyD.jpg,"[16, 878, 10751]",1184918,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",1868.856,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,2024-09-12,The Wild Robot,False,8.5,2899,78000000,"Animation, Science Fiction, Family",tt29623480,DreamWorks Animation,United States of America,308583746,102,Released,Discover your true nature.,English,35790150.0,137913995.0,4513231.0,26267130.0,16983417.0,83132264.0,7359239.0,42402473.0,3207589.0,7133654.0,137913995.0,171143000.0,309056995.0,,,,
False,/2fxnTXr8NwyTFkunkimJkGkhqfy.jpg,"[18, 28, 27]",1118031,es,Apocalipsis Z: el principio del fin,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",1861.349,/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,2024-10-04,Apocalypse Z: The Beginning of the End,False,6.769,485,0,"Drama, Action, Horror",tt27599851,Nostromo Pictures,Spain,0,119,Released,,"العربية, English, Français, Galego, Deutsch, Português, Pусский, Español",,,,,,,,,,,0.0,0.0,0.0,,,,
False,/8mjYwWT50GkRrrRdyHzJorfEfcl.jpg,"[28, 12, 18]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",1978.412,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,Gladiator II,False,6.8,400,310000000,"Action, Adventure, Drama",tt9218128,"Paramount Pictures, Red Wagon Entertainment, Parkes+MacDonald Image Nation, Scott Free Productions",United States of America,87000000,148,Released,Prepare to be entertained.,English,,,9200000.0,9200000.0,49245191.0,49356871.0,8344008.0,8405072.0,,,0.0,87000000.0,87000000.0,,,,
False,/dvBCdCohwWbsP5qAaglOXagDMtk.jpg,"[28, 35, 878]",533535,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",1490.952,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,Deadpool & Wolverine,False,7.7,5465,200000000,"Action, Comedy, Science Fiction",tt6263850,"Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment",United States of America,1336816114,128,Released,Come together.,English,211435291.0,636745858.0,54693311.0,154480407.0,76771204.0,307847954.0,41460895.0,107787788.0,24111734.0,59694219.0,636745858.0,701154969.0,1337900827.0,,,,
False,/7h6TqPB3ESmjuVbxCxAeB1c9OB1.jpg,"[18, 27, 878]",933260,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",1356.547,/lqoMzCcZYEFK729d6qzt349fB4o.jpg,2024-09-07,The Substance,False,7.273,2048,17500000,"Drama, Horror, Science Fiction",tt17526714,"Working Title Films, Blacksmith","France, United Kingdom",46818041,141,Released,"If you follow the instructions, what could go wrong?",English,3205212.0,16235191.0,871771.0,7929030.0,4017172.0,16234963.0,682249.0,9560703.0,,,16235191.0,35228181.0,51463372.0,,,,
False,/1FBHAQnq7Bs3djBmaNkfdVbnCUE.jpg,"[28, 53]",1124641,en,Classified,"Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",1241.638,/3k8jv1kSAAc0rCfFGtWDDQL4dfK.jpg,2024-09-19,Classified,False,5.602,49,0,"Action, Thriller",tt27714840,"Film Bridge International, Great Point Media, Filmology Finance","United Kingdom, United States of America",0,105,Released,,English,,,,,20661.0,26868.0,,,,,0.0,26868.0,26868.0,,,,
False,/2h9yTYWTb909J28bzNTIE7dyNqP.jpg,"[16, 878, 12, 10751]",698687,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",1200.39,/qbkAqmmEIZfrCO8ZQAuIuVMlWoV.jpg,2024-09-11,Transformers One,False,8.1,718,75000000,"Animation, Science Fiction, Adventure, Family",tt8864596,"Paramount Animation, di Bonaventura Pictures, DeSanto/Murphy Productions, Bay Films, New Republic Pictures, Hasbro Entertainment",United States of America,124530200,104,Released,Witness the origin.,English,24613970.0,59042233.0,2203752.0,20405749.0,5172121.0,17618173.0,1429289.0,7615221.0,8000000.0,21526772.0,59042233.0,69833933.0,128876166.0,,,,
False,/rOmUuQEZfPXglwFs5ELLLUDKodL.jpg,"[28, 35, 14]",845781,en,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous bounty hunter in a globe-trotting, action-packed mission to save Christmas.",1080.128,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,2024-10-31,Red One,False,6.7,125,250000000,"Action, Comedy, Fantasy",tt14948432,"Seven Bucks Productions, The Detective Agency, Chris Morgan Productions, Metro-Goldwyn-Mayer",United States of America,84000000,124,Released,The mission to save Christmas is on.,English,32106112.0,33770372.0,3377958.0,3918507.0,10240546.0,11587627.0,3956346.0,5773927.0,2000000.0,2900000.0,33770372.0,51100000.0,84870372.0,,,,
False,/6vn6K9oX82i6E86ZiHVxqVEMQqP.jpg,"[878, 27]",945961,en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",1011.771,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,2024-08-13,Alien: Romulus,False,7.254,2319,80000000,"Science Fiction, Horror",tt18412256,"20th Century Studios, Scott Free Productions, Brandywine Productions",United States of America,350752564,119,Released,"In space, no one can hear you.",English,42003361.0,105313091.0,13199610.0,43957169.0,19094096.0,67567648.0,4828555.0,14346405.0,26129958.0,110276549.0,105313091.0,245547940.0,350861031.0,,,,
False,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,"[16, 10751, 35, 28]",519182,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",875.791,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,Despicable Me 4,False,7.1,2173,100000000,"Animation, Family, Comedy, Action",tt7510222,"Universal Pictures, Illumination, Universal Pictures Corporation, My Production to prove",United States of America,953140610,94,Released,Things just got a little more despicable.,English,75009210.0,361004205.0,14989191.0,107254900.0,43613664.0,312841800.0,17513054.0,127264599.0,17379191.0,58606008.0,361004205.0,607236505.0,968240710.0,,,,
False,/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,"[28, 27, 53, 878]",1051896,en,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",847.405,/spWV1eRzlDxvai8LbxwAWR0Vst4.jpg,2024-04-12,Arcadian,False,6.1,438,0,"Action, Horror, Thriller, Science Fiction",tt22939186,"Highland Film Group, Redline Entertainment, Wild Atlantic Pictures, Aperture Media Partners, Saturn Films","Ireland, United States of America",859453,92,Released,Family is stronger than fear.,English,504937.0,828919.0,30534.0,60232.0,83904.0,119564.0,,,,,828919.0,179796.0,1008715.0,,,,
False,/xPVhaMMUZq1yclf4kCEYwJ1Cqr6.jpg,"[27, 53]",1100856,ru,Заклятье. Шепот ведьм,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",688.188,/raDMchyq3dJMqso2TVh75A123Xb.jpg,2024-06-13,Whisper of the Witch,False,6.2,10,0,"Horror, Thriller",tt13358904,KD Studios,Russia,0,90,Released,,Pусский,,,109522.0,341532.0,,,,,,,0.0,341532.0,341532.0,,,,
False,/6VoxDupaW2VXfLtJyeOoGCgXSjD.jpg,"[28, 53]",1116490,en,Cash Out,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",735.804,/xBJnIvRdL0nDHgvivr6EgBQizes.jpg,2024-04-26,Cash Out,False,6.3,109,0,"Action, Thriller",tt24131288,"Convergence Entertainment, BondIt Media Capital, Transparency Media, Streamline Global",United States of America,0,90,Released,Every heist has its price.,English,,,20730.0,52173.0,46168.0,115521.0,,,,,0.0,167694.0,167694.0,,,,
False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",728.794,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.834,15971,116000000,"Science Fiction, Action",tt1270797,"Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures","China, United States of America",856085151,112,Released,The world has enough Superheroes.,"普通话, English, Bahasa melayu",,,,,,,,,,,213515506.0,642569645.0,856085161.0,0.0,213515506.0,850436447.0,11722.0
False,/llIXQAndg5kB6SWlp6ouUdO7Zxd.jpg,"[28, 12, 18, 36, 10749, 53]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",708.688,/zw4kV7npGtaqvUxvJE9IdqdFsNc.jpg,2024-06-28,The Count of Monte-Cristo,False,8.3,861,46700000,"Action, Adventure, Drama, History, Romance, Thriller",tt26446278,"Chapter 2, Fargo Films, Pathé, M6 Films",France,73924182,178,Released,"This is not vengeance, this is justice.","Français, Italiano, Română",,,,,5750479.0,42597658.0,506392.0,708374.0,,,0.0,76301696.0,76301696.0,,,,
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 10751, 12, 35, 18]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",731.716,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.589,4756,200000000,"Animation, Family, Adventure, Comedy, Drama",tt22022452,"Walt Disney Pictures, Pixar",United States of America,1682636477,97,Released,Make room for new emotions.,English,154201673.0,652980194.0,40492372.0,208691488.0,69418701.0,438401346.0,69035039.0,272848765.0,10044276.0,47399769.0,652980194.0,1045237759.0,1698217953.0,,,,
False,/n9Do4rv1Hl3QvQLMmT5w6pBadqq.jpg,"[28, 10749, 18]",1142518,fr,Libre,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",844.356,/b2YL2kncIqlcDcqly78AsOPJi6r.jpg,2024-11-01,Freedom,False,6.6,55,0,"Action, Romance, Drama",tt31917705,"Pitchipoï Productions, Amazon Studios",France,0,110,Released,,"Tiếng Việt, Français",,,,,,,,,,,0.0,0.0,0.0,,,,
False,/2QR0OpYzPFG84EswxENqcPuHmP.jpg,[10752],1041317,en,Battle for the Western Front,"Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",732.627,/ooHEL3XyLYu3hus5cMnpjeH4e7A.jpg,2022-10-06,Battle for the Western Front,False,3.2,3,1500000,War,tt11585506,Electric Motion Pictures,Canada,0,90,Released,Victory is measured in inches.,"Español, English",,,,,,,,,,,0.0,0.0,0.0,,,,
False,/csQSGH0QU8D3Ov5YLEYuHep8ihA.jpg,"[53, 12, 28, 878]",1196470,fr,Survivre,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,775.2,/7fR3KxswtY8OHHZuOUB9td58CRX.jpg,2024-06-19,Survive,False,5.491,56,5270000,"Thriller, Adventure, Action, Science Fiction",tt27032708,"M.E.S. Productions, Monkey Pack Films, C8 Films",France,0,90,Released,The world has gone sideways.,English,,,,,304859.0,723311.0,,,,,0.0,723311.0,723311.0,,,,
False,/uLqNGzJwnj8JKkKuRM2dHWJKCtc.jpg,"[28, 27, 53]",1029235,en,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",755.032,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,Azrael,False,6.122,131,12000000,"Action, Horror, Thriller",tt22173666,"C2 Motion Picture Group, Homeless Bob Production, Traffic.","Estonia, United States of America",631272,86,Released,"Many years after the rapture… Among the survivors, some are driven to renounce their sin of Speech.",English,282719.0,433861.0,78807.0,153870.0,22246.0,83104.0,,,,,433861.0,236974.0,670835.0,,,,
False,/kwXycPsLA6SV3KUOagn343TtMOf.jpg,"[28, 878, 53]",791042,en,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",751.072,/y1xm0jMIlx9Oo2a3jWNyLGm43sJ.jpg,2024-11-01,Levels,False,5.8,14,0,"Action, Science Fiction, Thriller",tt10831486,"Farpoint Films, Middle Child Films Inc.",Canada,0,92,Released,Question reality. Discover truth.,English,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"[878, 28, 12]",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",724.2,/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.798,10196,110000000,"Science Fiction, Action, Adventure",tt7097896,"Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions",United States of America,506863592,97,Released,It’s time to meet Carnage.,"English, Español",90033210.0,213550366.0,33065048.0,82138696.0,27103518.0,92554157.0,12644955.0,41711824.0,,,213550366.0,293263498.0,506813864.0,,,,
False,/cXL2XiVSe6zHWbdxDmakY32Nmer.jpg,"[28, 18, 12]",98,en,Gladiator,"In the year 180, the death of Emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals, as well as a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is sentenced to execution. He escapes but is captured by slave traders. Renamed ""Spaniard"" and forced to become a gladiator, Maximus must battle to the death against other men for the amusement of paying audiences.",720.459,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.216,18603,103000000,"Action, Drama, Adventure",tt0172495,"Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, DreamWorks Pictures","United Kingdom, United States of America",465361176,155,Released,What we do in life echoes in eternity.,English,,,,,,,,,,,187705427.0,277801273.0,465516248.0,0.0,187705427.0,455511655.0,20107.0
False,/9msuazXGWAyl7vhxVFU7e7Bb5Ik.jpg,"[18, 10749]",179387,tl,Heavenly Touch,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",688.346,/ory8WuAqznTE7lfopTSymHpop2t.jpg,2009-05-12,Heavenly Touch,False,6.477,22,0,"Drama, Romance",tt1433524,DMV Entertainment,Philippines,0,89,Released,Feel the love. Feel the passion. Feel the pleasure.,,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/uGmYqxh8flqkudioyFtD7IJSHxK.jpg,"[18, 80, 53]",889737,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",677.855,/if8QiqCI7WAGImKcJCfzp6VTyKA.jpg,2024-10-01,Joker: Folie à Deux,False,5.608,1604,195000000,"Drama, Crime, Thriller",tt11315808,"Warner Bros. Pictures, Joint Effort, Domain Entertainment",United States of America,200714058,138,Released,The world is a stage.,English,37678467.0,58300287.0,7115863.0,18890628.0,33411751.0,61769539.0,10682577.0,17669488.0,6100000.0,7600000.0,58300287.0,148100000.0,206400287.0,,,,
False,/1aOPPkXASkd2By3EKIw66Ilx5qF.jpg,"[28, 53]",1094974,en,Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,669.173,/xNLiMNyFzKTL9PVIEulG55Hei8j.jpg,2024-10-04,Take Cover,False,7.0,56,0,"Action, Thriller",tt28129054,,United States of America,0,89,Released,Make your shot...,"English, Tiếng Việt",,,,,,,,,,,0.0,0.0,0.0,,,,
False,/m1MifWpNjOU1g8UfIyNSI2dMFZf.jpg,"[16, 10751, 35, 27]",1371727,en,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",631.894,/i77OInTKcrnRlAozFOaB6D5mk15.jpg,2024-10-16,Sing: Thriller,False,7.3,93,0,"Animation, Family, Comedy, Horror",tt33999453,Illumination,United States of America,0,11,Released,"No tricks, only treats.",English,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/5IIFJxwRzmkhczQidIhpoaolpZY.jpg,"[28, 53, 80]",976734,en,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",631.691,/hhiR6uUbTYYvKoACkdAIQPS5c6f.jpg,2024-10-10,Canary Black,False,6.308,242,0,"Action, Thriller, Crime",tt20048582,"Anton Capital Entertainment, Sentient Entertainment, Brickell & Broadbridge International, Off The Pier Productions","United Kingdom, United States of America",525704,103,Released,This mission is personal.,English,,,63594.0,120662.0,196078.0,502358.0,,,,,0.0,623020.0,623020.0,,,,
False,/pAT3Ie1lxxGBJn0USyxcUgBjw76.jpg,[18],1214484,sv,Släpp taget,A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.,629.974,/hIJRqqAaMUtQ13mZL6lCE6myhXH.jpg,2024-11-01,Let Go,False,8.1,167,0,Drama,tt27410895,Warner Bros. International Television Production Sweden,Sweden,0,110,Released,,svenska,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/xSQjJiAYiLdpVU20iSDAQisAVJY.jpg,[27],1287717,es,No entres,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",621.502,/1iPuEIcybEc9Y6aKJ8BGAnMadFX.jpg,2024-08-06,Do Not Enter,False,7.629,70,550000,Horror,tt27155283,"FilmSharks International, Urban Achievers","Argentina, Paraguay",0,80,Released,,", Español",,,,,,,,,,,0.0,0.0,0.0,,,,
False,/5VYqB2T9L0WetvN9Bxk3Wg4vKoJ.jpg,"[27, 9648]",1328814,en,Amityville: Where the Echo Lives,"When paranormal investigator Heather West receives a call from a terrified woman who claims her house is inhabited by a ghost, she discovers the building has a horrifying history. After a presence from beyond our world reaches out to her, Heather begins to feel a pull to the other side of the spirit plane. Can this hunter of specters deliver an innocent soul to a place of peace and discover an eternal truth in time to save her own life?",607.274,/jqhAgE9ceTX8f9xTcqBlmXSuMG3.jpg,2024-10-28,Amityville: Where the Echo Lives,False,6.313,8,0,"Horror, Mystery",tt10071550,Ghost Box Productions,United States of America,0,89,Released,,English,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/jT4KqFTrR2ofpUUwzKCIn4uYWXp.jpg,"[28, 53]",1331375,en,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",601.762,/jvug7Esd89yNLJwGvUfeQ9j69cE.jpg,2024-10-11,Dominique,False,7.3,43,0,"Action, Thriller",tt14972766,"Green Dog Films, Reigning Entertainment, Orlan Films, Ágora Films","Colombia, United States of America",0,94,Released,,English,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/nA0RDmSDqpN5tLun4sCqdPekObD.jpg,"[18, 878]",592831,en,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",565.684,/8Sok3HNA3r1GHnK2lCytHyBz1A.jpg,2024-09-25,Megalopolis,False,5.6,442,120000000,"Drama, Science Fiction",tt10128846,"American Zoetrope, Caesar Film",United States of America,13734042,138,Released,"If you can't see a better future, build one.","English, Français, Latin, Pусский, Español",4007797.0,7629085.0,136977.0,411749.0,2657724.0,5449972.0,136998.0,243236.0,,,7629085.0,6104957.0,13734042.0,,,,
False,/nazLAYvFewST34QMueOq4MlYKoc.jpg,"[18, 14, 10749]",402431,en,Wicked,"Elphaba, an ostracized but defiant girl born with green skin, and Galinda, a privileged aristocrat born popular, become extremely unlikely friends in the magical Land of Oz. As the two girls struggle with their opposing personalities, their friendship is tested as both begin to fulfil their destinies as Glinda the Good and The Wicked Witch of the West.",565.117,/c5Tqxeo1UpBvnAc3csUm7j3hlQl.jpg,2024-11-20,Wicked,False,7.9,19,145000000,"Drama, Fantasy, Romance",tt1262426,"Universal Pictures, Marc Platt Productions",United States of America,0,161,Released,Everyone deserves the chance to fly.,English,,,,,,,,,,,0.0,0.0,0.0,,,,
False,/xi1VSt3DtkevUmzCx2mNlCoDe74.jpg,"[35, 14, 27]",917496,en,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",546.919,/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,2024-09-04,Beetlejuice Beetlejuice,False,7.1,1830,100000000,"Comedy, Fantasy, Horror",tt2049403,"Warner Bros. Pictures, Geffen Pictures, Plan B Entertainment, Tim Burton Productions, Domain Entertainment, Tommy Harper Productions",United States of America,450300598,105,Released,The ghost with the most is back.,"English, Tiếng Việt",111003345.0,294037988.0,4413772.0,14464554.0,23459533.0,85109441.0,8864775.0,27174156.0,,,294037988.0,157000000.0,451037988.0,,,,
False,/mpMDztY5OmV7i4ypYpWgqsP4DHs.jpg,"[27, 53]",978796,en,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",519.601,/hzrvol8K2VWm2BsDTwb8YvRMzIH.jpg,2024-09-20,Bagman,False,6.3,77,14500000,"Horror, Thriller",tt21201300,"Lionsgate, Temple Hill Entertainment, Media Capital Technologies",United States of America,0,92,Released,He's always closer than you think.,English,,,,,342089.0,987257.0,,,,,0.0,987257.0,987257.0,,,,
False,/tncbMvfV0V07UZozXdBEq4Wu9HH.jpg,"[28, 35]",573435,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",511.13,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,Bad Boys: Ride or Die,False,7.5,2347,100000000,"Action, Comedy",tt4919268,"Westbrook, Columbia Pictures, Don Simpson/Jerry Bruckheimer Films, 2.0 Entertainment",United States of America,402529640,115,Released,Miami's finest are now its most wanted.,English,56527324.0,193573217.0,4914615.0,14289016.0,42680302.0,99060198.0,11885007.0,26799674.0,,,193573217.0,210935853.0,404509070.0,,,,
