id,original_title,popularity,release_date,title,vote_average,vote_count,budget,imdb_id,production_companies,production_countries,runtime,domestic_opening,asia_pacific_opening,europe_middle_east_and_africa_opening,domestic,international,worldwide,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science_Fiction,genre_TV_Movie,genre_Thriller,genre_War,genre_Western
565770,Blue Beetle,67.379,2023-08-16,Blue Beetle,6.7,2590,104000000,tt9362930,"Warner Bros. Pictures, The Safran Company, DC Films",United States of America,128,25030225.0,4442355.0,6154798.0,72488072.0,58300000.0,130788072.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
339846,Baywatch,107.927,2017-05-25,Baywatch,6.1,7995,69000000,tt1469304,"Uncharted, Paramount Pictures, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance Media, The Montecito Picture Company",United States of America,116,18503871.0,10106916.0,21366453.0,58060186.0,119796565.0,177856751.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
336843,Maze Runner: The Death Cure,107.839,2018-01-10,Maze Runner: The Death Cure,7.103,7739,62000000,tt4500922,"The Gotham Group, Temple Hill Entertainment, 20th Century Fox, Oddball Entertainment",United States of America,143,24167011.0,32106753.0,23814942.0,58032443.0,230142892.0,288175335.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550988,Free Guy,61.067,2021-08-11,Free Guy,7.497,8718,110000000,tt6264654,"Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",United States of America,115,28365416.0,8561750.0,10828957.0,121626598.0,209900000.0,331526598.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
670292,The Creator,75.838,2023-09-27,The Creator,7.1,2981,80000000,tt11858890,"New Regency Pictures, Entertainment One, Regency Enterprises, Bad Dreams Productions","Canada, United States of America",134,14079512.0,5585334.0,9833157.0,40774679.0,63497457.0,104272136.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4256,Scary Movie 3,65.705,2003-10-24,Scary Movie 3,5.975,4047,48000000,tt0306047,"Brad Grey Pictures, Dimension Films",United States of America,84,49700000.0,155100.0,12092806.0,110003217.0,110670000.0,220673217.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184345,A Haunted House 2,106.572,2014-04-17,A Haunted House 2,6.159,1439,4000000,tt2828996,"Automatik Entertainment, IM Global Octane, Wayans Bros. Entertainment, Endgame Entertainment",United States of America,87,8843875.0,663471.0,1464161.0,17329486.0,8029230.0,25358716.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254470,Pitch Perfect 2,105.836,2015-05-07,Pitch Perfect 2,6.859,5266,29000000,tt2848292,"Brownstone Productions, Gold Circle Films, Universal Pictures",United States of America,115,69216890.0,14900556.0,17386106.0,184296230.0,102847849.0,287144079.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581528,악인전,64.344,2019-05-15,"The Gangster, the Cop, the Devil",7.799,1133,6500000,tt10208198,"Acemaker Movieworks, BA Entertainment, Kiwi Media Group, B&C CONTENT",South Korea,110,78655.0,8526470.0,329433.0,216494.0,25558877.0,25775371.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
882569,Guy Ritchie's The Covenant,64.337,2023-04-19,Guy Ritchie's The Covenant,7.759,2475,55000000,tt4873118,"STXfilms, Toff Guy Films","United Kingdom, United States of America",123,6380188.0,1154680.0,143202.0,16938039.0,5010512.0,21948551.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300671,13 Hours: The Secret Soldiers of Benghazi,63.273,2016-01-14,13 Hours: The Secret Soldiers of Benghazi,7.3,3508,50000000,tt4172430,"Paramount Pictures, 3 Arts Entertainment, Bay Films",United States of America,144,16194738.0,2702643.0,2143343.0,52853219.0,16558151.0,69411370.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
677179,Creed III,76.985,2023-03-01,Creed III,7.12,2498,75000000,tt11145118,"Metro-Goldwyn-Mayer, Chartoff-Winkler Productions, Proximity Media, Outlier Society",United States of America,116,58370007.0,2497885.0,29328936.0,156248615.0,119900000.0,276148615.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
341174,Fifty Shades Darker,104.577,2017-02-08,Fifty Shades Darker,6.485,7586,55000000,tt4465564,"Universal Pictures, Michael De Luca Productions, dentsu, Fuji Television Network, Perfect World Pictures","Japan, United States of America",118,46607250.0,16428518.0,58418169.0,114581250.0,266964596.0,381545846.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4348,Pride & Prejudice,63.4,2005-09-16,Pride & Prejudice,8.1,8006,28000000,tt0414387,Working Title Films,United Kingdom,127,2804000.0,2253833.0,9185293.0,38405088.0,83211467.0,121616555.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119450,Dawn of the Planet of the Apes,66.743,2014-07-08,Dawn of the Planet of the Apes,7.3,11353,170000000,tt2103281,"TSG Entertainment, Chernin Entertainment, Ingenious Media, 20th Century Fox","United Kingdom, United States of America",130,72611427.0,38755838.0,48399281.0,208545589.0,502098977.0,710644566.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228326,The Book of Life,60.089,2014-10-01,The Book of Life,7.5,2675,50000000,tt2262227,"Reel FX Creative Studios, 20th Century Fox Animation, Chatrone",United States of America,95,17005218.0,1271667.0,3413646.0,50151543.0,49632013.0,99783556.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
